N,P,K,Crop
60,16,124,Sitaphal (Custard Apple)
83,17,85,Sesame
148,15,164,Safflower
103,19,162,Dragon Fruit
108,22,164,Safflower
119,12,92,Bajra (Pearl Millet)
80,14,143,Linseed
185,22,207,Grapes
95,16,194,Fig
85,16,148,Watermelon
112,13,87,Ragi (Finger Millet)
100,17,146,Watermelon
92,22,155,Sapota
63,18,119,Cowpea
72,18,126,Tur (Arhar/Toor Dal)
113,11,105,Jowar (Sorghum)
171,29,246,Arecanut
111,24,199,Tobacco
97,18,100,Watermelon
137,12,114,Ragi (Finger Millet)
59,22,125,Tur (Arhar/Toor Dal)
95,17,146,Linseed
164,20,134,Wheat
59,19,112,Cowpea
58,18,101,Sitaphal (Custard Apple)
182,23,103,Wheat
150,17,174,Dragon Fruit
138,19,150,Cotton
127,25,163,Lemon
72,18,145,Tur (Arhar/Toor Dal)
124,15,178,Dragon Fruit
57,17,96,Green Gram (Moong)
147,19,192,Sunflower
92,18,158,Pineapple
64,18,96,Cowpea
77,20,287,Sweet Potato
92,13,193,Tapioca
199,23,167,Maize
59,16,101,Avare (Field Bean)
123,19,130,Cotton
55,16,110,Green Gram (Moong)
80,22,158,Sapota
120,22,153,Ginger
152,25,151,Tomato
87,14,104,Muskmelon
112,24,161,Guava
95,20,106,Watermelon
65,12,83,Niger Seed
146,24,182,Guava
75,16,149,Coriander
133,25,150,Avocado
149,22,186,Safflower
169,21,251,Mango
94,23,98,Sesame
162,25,269,Grapes
92,18,174,Sapota
129,17,191,Lemon
68,21,128,Groundnut
115,20,170,Safflower
105,20,156,Safflower
75,20,143,Watermelon
143,23,187,Pepper
158,15,207,Potato
137,20,155,Turmeric
188,21,300,Mango
126,13,120,Navane (Foxtail Millet)
96,12,111,Linseed
119,20,184,Pepper
138,22,161,Pomegranate
96,15,119,Muskmelon
104,15,165,Orange
178,25,148,Paddy
79,16,181,Pineapple
110,23,185,Ginger
197,27,238,Mango
60,18,102,Coriander
200,23,168,Maize
151,24,192,Maize
119,15,181,Orange
85,16,188,Tapioca
70,13,103,Green Gram (Moong)
102,25,169,Ginger
133,16,164,Lemon
135,25,155,Safflower
68,23,101,Avare (Field Bean)
182,23,185,Tomato
73,16,110,Black Gram (Urad)
140,16,107,Cotton
79,15,101,Linseed
197,28,260,Arecanut
134,22,152,Turmeric
77,24,92,Sesame
68,15,104,Sunhemp
76,10,140,Muskmelon
81,12,148,Watermelon
99,13,144,Muskmelon
146,24,165,Avocado
161,29,186,Jackfruit
184,22,278,Potato
158,25,119,Rice
113,23,171,Sunflower
149,15,104,Jowar (Sorghum)
143,18,172,Cabbage
50,19,113,Sitaphal (Custard Apple)
102,17,155,Safflower
173,25,222,Grapes
177,18,124,Rice
94,16,107,Sesame
70,21,107,Groundnut
87,12,121,Muskmelon
115,15,90,Ragi (Finger Millet)
57,16,95,Cowpea
181,16,125,Paddy
182,20,136,Rice
135,20,90,Jowar (Sorghum)
102,23,142,Castor
73,30,129,Soybean
72,19,136,Cashewnut
67,16,87,Sunhemp
106,26,166,Pepper
97,13,135,Watermelon
188,28,168,Tomato
186,18,106,Rice
134,23,151,Orange
155,27,241,Mango
55,25,109,Groundnut
92,11,119,Lichi
143,17,85,Ragi (Finger Millet)
163,27,152,Onion
99,17,162,Sapota
55,18,107,Horse Gram
74,17,80,Sunhemp
132,17,183,Cabbage
125,20,164,Turmeric
114,17,181,Lemon
93,23,104,Sesame
54,16,148,Cashewnut
83,23,142,Mesta
90,10,130,Watermelon
111,21,172,Ginger
114,21,200,Guava
80,22,223,Sweet Potato
175,23,153,Tomato
171,15,112,Paddy
192,21,266,Banana
108,27,186,Tobacco
93,15,99,Sesame
174,21,299,Coconut
73,12,117,Horse Gram
117,19,195,Safflower
123,19,175,Dragon Fruit
81,18,183,Fig
190,20,267,Banana
73,18,90,Green Gram (Moong)
79,19,105,Cardamom
88,18,176,Pineapple
75,10,107,Green Gram (Moong)
107,15,81,Navane (Foxtail Millet)
150,23,166,Lemon
80,11,131,Muskmelon
72,19,120,Green Gram (Moong)
128,20,155,Avocado
67,11,140,Sitaphal (Custard Apple)
123,24,153,Safflower
112,27,151,Pomegranate
123,20,168,Ginger
53,11,97,Sunhemp
130,15,92,Ragi (Finger Millet)
110,11,86,Ragi (Finger Millet)
55,14,86,Green Gram (Moong)
114,30,155,Garlic
120,26,189,Pomegranate
128,24,149,Cotton
113,22,131,Chillies
65,16,95,Sunhemp
59,15,96,Avare (Field Bean)
54,17,80,Horse Gram
73,23,116,Tur (Arhar/Toor Dal)
141,16,116,Cotton
104,30,151,Avocado
100,19,134,Watermelon
66,18,112,Avare (Field Bean)
99,17,141,Linseed
107,30,189,Tobacco
100,16,195,Pineapple
106,20,108,Jowar (Sorghum)
135,16,162,Sunflower
184,20,258,Potato
132,17,99,Navane (Foxtail Millet)
128,23,161,Lemon
62,15,111,Sitaphal (Custard Apple)
200,19,130,Rice
84,19,121,Linseed
67,17,101,Green Gram (Moong)
89,19,101,Sesame
100,23,155,Pineapple
147,26,175,Ginger
174,20,116,Rice
51,22,103,Groundnut
68,24,114,Avare (Field Bean)
53,22,143,Tur (Arhar/Toor Dal)
176,26,252,Arecanut
100,18,200,Sapota
69,22,129,Soybean
95,21,112,Mesta
67,18,141,Cashewnut
53,19,110,Coriander
53,14,105,Niger Seed
137,14,155,Dragon Fruit
51,12,150,Sitaphal (Custard Apple)
79,11,128,Lichi
135,21,124,Chillies
130,13,91,Jowar (Sorghum)
75,22,164,Pineapple
111,24,196,Guava
144,13,98,Navane (Foxtail Millet)
111,23,169,Pomegranate
119,20,124,Chillies
113,13,118,Bajra (Pearl Millet)
77,20,142,Linseed
178,18,203,Sugarcane
82,17,111,Sesame
72,18,81,Niger Seed
111,26,166,Tobacco
196,24,276,Coconut
195,29,193,Onion
193,21,283,Banana
150,18,150,Cabbage
195,21,157,Maize
110,27,175,Pepper
62,25,119,Groundnut
71,15,103,Cashewnut
73,16,94,Black Gram (Urad)
126,24,197,Ginger
82,24,187,Fig
189,28,150,Tomato
68,21,114,Groundnut
94,20,159,Pineapple
64,19,120,Avare (Field Bean)
115,27,166,Avocado
108,21,200,Tobacco
170,20,250,Sugarcane
153,21,177,Onion
133,17,88,Ragi (Finger Millet)
63,15,106,Sitaphal (Custard Apple)
198,24,257,Potato
69,19,86,Avare (Field Bean)
110,22,130,Chillies
78,16,109,Linseed
102,16,164,Lemon
97,15,118,Cardamom
157,19,274,Banana
111,24,148,Chillies
146,23,152,Turmeric
188,21,154,Tomato
195,25,236,Arecanut
164,19,260,Banana
160,19,164,Maize
146,22,172,Guava
193,26,185,Jackfruit
131,22,114,Cotton
56,14,128,Coriander
146,15,108,Cotton
131,30,162,Pepper
131,29,168,Garlic
117,20,150,Dragon Fruit
197,24,176,Jackfruit
76,11,135,Watermelon
122,15,113,Bajra (Pearl Millet)
151,23,275,Mango
188,19,290,Banana
118,15,197,Sunflower
65,13,150,Sitaphal (Custard Apple)
88,16,199,Fig
65,19,94,Green Gram (Moong)
170,21,183,Maize
53,16,101,Tur (Arhar/Toor Dal)
169,18,198,Maize
195,24,246,Grapes
145,16,179,Orange
135,17,107,Castor
118,23,194,Lemon
141,23,163,Ginger
196,30,129,Wheat
126,18,187,Orange
81,24,125,Cardamom
128,20,100,Cotton
82,17,145,Cardamom
71,11,106,Green Gram (Moong)
177,25,295,Mango
121,21,192,Avocado
124,23,147,Chillies
130,24,179,Sunflower
100,27,193,Ginger
194,23,210,Mango
73,11,88,Horse Gram
114,17,153,Cabbage
71,15,113,Tur (Arhar/Toor Dal)
111,19,113,Navane (Foxtail Millet)
87,18,129,Mesta
77,18,112,Lichi
90,14,161,Tapioca
54,16,101,Cashewnut
138,15,113,Jowar (Sorghum)
167,24,156,Jackfruit
101,12,119,Navane (Foxtail Millet)
177,24,263,Banana
119,19,96,Jowar (Sorghum)
63,23,88,Avare (Field Bean)
122,23,171,Lemon
106,24,133,Mustard
110,13,111,Navane (Foxtail Millet)
108,23,178,Ginger
142,17,170,Dragon Fruit
117,29,195,Pomegranate
79,21,122,Mesta
145,20,194,Turmeric
51,12,111,Black Gram (Urad)
92,18,153,Sapota
119,13,98,Jowar (Sorghum)
191,24,244,Coconut
115,17,110,Navane (Foxtail Millet)
72,15,126,Sitaphal (Custard Apple)
145,30,133,Mustard
195,28,177,Tomato
65,25,82,Avare (Field Bean)
141,12,106,Bajra (Pearl Millet)
91,11,120,Linseed
63,21,101,Avare (Field Bean)
94,19,110,Cardamom
70,24,104,Avare (Field Bean)
117,24,183,Turmeric
193,25,144,Paddy
62,11,118,Black Gram (Urad)
134,17,165,Lemon
123,22,133,Chillies
175,27,274,Grapes
62,17,137,Coriander
55,25,98,Avare (Field Bean)
167,22,144,Paddy
172,25,110,Rice
170,21,230,Sugarcane
55,30,109,Soybean
145,15,120,Navane (Foxtail Millet)
132,22,161,Cabbage
113,20,185,Garlic
101,16,197,Lemon
144,23,151,Sunflower
55,15,95,Avare (Field Bean)
181,24,196,Maize
76,25,163,Fig
188,20,252,Banana
78,10,133,Watermelon
146,17,162,Cabbage
129,24,195,Orange
74,22,130,Soybean
176,20,192,Onion
115,25,147,Mustard
111,28,154,Pomegranate
66,18,100,Groundnut
58,23,144,Soybean
101,26,190,Guava
148,23,163,Turmeric
114,20,91,Navane (Foxtail Millet)
129,30,191,Garlic
105,19,144,Castor
96,17,242,Sweet Potato
123,15,187,Safflower
120,23,184,Guava
117,25,114,Mustard
109,30,181,Ginger
128,21,176,Cabbage
134,15,168,Dragon Fruit
130,11,86,Jowar (Sorghum)
143,25,191,Safflower
74,15,86,Niger Seed
60,16,89,Horse Gram
71,10,99,Horse Gram
57,15,112,Tur (Arhar/Toor Dal)
89,18,117,Muskmelon
93,19,120,Sesame
184,17,182,Maize
151,25,248,Sugarcane
157,21,232,Coconut
76,17,181,Sapota
80,17,146,Muskmelon
170,24,296,Mango
70,10,94,Niger Seed
142,24,188,Tobacco
59,12,91,Niger Seed
187,30,255,Arecanut
78,23,171,Fig
62,28,81,Bengal Gram (Chickpea)
185,21,145,Wheat
156,28,183,Onion
116,13,81,Ragi (Finger Millet)
166,25,223,Potato
107,25,110,Mustard
79,17,190,Pineapple
135,30,184,Tobacco
90,11,139,Lichi
95,18,191,Sapota
93,17,130,Mesta
135,20,165,Tobacco
146,20,157,Pomegranate
158,25,264,Banana
183,21,103,Rice
176,21,284,Banana
122,18,150,Safflower
82,16,86,Sesame
120,17,102,Bajra (Pearl Millet)
62,20,104,Niger Seed
86,15,150,Muskmelon
162,23,280,Potato
136,19,116,Ragi (Finger Millet)
160,25,156,Jackfruit
103,23,189,Pepper
115,22,168,Tobacco
129,17,104,Ragi (Finger Millet)
148,12,98,Jowar (Sorghum)
116,19,94,Navane (Foxtail Millet)
177,29,184,Tomato
67,19,137,Groundnut
83,25,115,Cardamom
116,16,158,Sunflower
135,21,156,Safflower
76,15,165,Fig
89,24,219,Sweet Potato
147,18,103,Cotton
162,28,175,Tomato
129,23,166,Guava
199,17,175,Maize
111,12,93,Navane (Foxtail Millet)
147,28,151,Tobacco
124,22,147,Mustard
140,21,119,Castor
87,16,120,Muskmelon
182,22,231,Grapes
160,27,164,Jackfruit
93,24,194,Sapota
131,10,86,Bajra (Pearl Millet)
185,21,258,Potato
86,25,133,Mesta
126,17,139,Chillies
95,21,188,Pineapple
153,16,179,Maize
198,16,151,Maize
150,30,191,Garlic
75,17,85,Cowpea
172,26,213,Arecanut
140,26,177,Avocado
111,21,169,Safflower
143,21,125,Castor
164,24,159,Onion
128,15,175,Cabbage
142,21,176,Pomegranate
110,17,166,Dragon Fruit
67,20,96,Avare (Field Bean)
129,24,150,Chillies
118,27,151,Tobacco
116,16,197,Orange
100,15,113,Muskmelon
177,25,148,Rice
180,23,131,Paddy
121,16,110,Chillies
55,14,135,Sitaphal (Custard Apple)
151,23,222,Coconut
77,10,111,Lichi
79,23,165,Fig
80,20,138,Muskmelon
169,25,221,Coconut
75,13,86,Cowpea
89,11,175,Tapioca
152,23,203,Coconut
50,20,113,Cowpea
131,22,136,Cotton
146,29,194,Ginger
59,23,146,Soybean
105,23,187,Avocado
128,26,165,Garlic
136,20,195,Lemon
109,29,135,Mustard
147,27,182,Guava
144,29,198,Turmeric
129,20,158,Lemon
74,14,144,Coriander
65,18,114,Green Gram (Moong)
136,17,180,Orange
192,25,130,Rice
61,21,115,Bengal Gram (Chickpea)
97,18,114,Cardamom
153,21,288,Mango
90,18,151,Fig
62,18,100,Tur (Arhar/Toor Dal)
105,10,117,Navane (Foxtail Millet)
193,20,110,Rice
57,27,122,Soybean
131,24,149,Mustard
56,14,110,Black Gram (Urad)
128,21,144,Chillies
55,19,100,Black Gram (Urad)
63,11,95,Horse Gram
187,26,218,Grapes
182,23,178,Tomato
65,17,108,Horse Gram
117,20,195,Lemon
130,20,101,Bajra (Pearl Millet)
199,22,121,Wheat
134,20,199,Tobacco
94,25,142,Mesta
117,14,101,Ragi (Finger Millet)
85,20,181,Pineapple
109,23,171,Tobacco
198,30,176,Jackfruit
142,15,172,Lemon
175,23,290,Coconut
52,18,132,Sitaphal (Custard Apple)
100,18,151,Dragon Fruit
177,22,191,Onion
124,22,159,Sunflower
173,23,151,Onion
82,16,272,Sweet Potato
83,23,190,Fig
179,25,228,Potato
95,23,172,Sapota
112,17,101,Castor
106,19,151,Safflower
139,25,189,Avocado
83,18,223,Sweet Potato
79,16,136,Mesta
58,16,133,Coriander
117,20,155,Garlic
79,25,115,Sesame
94,19,141,Mesta
105,24,167,Garlic
136,11,178,Dragon Fruit
80,16,196,Sapota
87,20,139,Cardamom
100,27,123,Mustard
91,13,177,Tapioca
118,15,109,Castor
103,18,198,Cabbage
114,19,116,Bajra (Pearl Millet)
82,24,165,Fig
50,17,89,Avare (Field Bean)
155,20,103,Wheat
178,19,115,Paddy
186,29,285,Mango
81,17,175,Sapota
161,24,286,Coconut
186,29,195,Jackfruit
115,16,103,Navane (Foxtail Millet)
161,23,229,Potato
147,16,136,Chillies
151,22,286,Banana
51,15,130,Sitaphal (Custard Apple)
150,25,150,Orange
141,16,96,Jowar (Sorghum)
134,25,168,Pepper
179,15,117,Paddy
159,24,235,Mango
67,14,108,Niger Seed
116,21,140,Castor
92,10,135,Linseed
191,22,247,Arecanut
144,16,117,Castor
56,19,91,Cowpea
131,23,191,Safflower
146,17,187,Cabbage
85,19,102,Sesame
118,17,178,Sunflower
106,29,168,Pomegranate
130,24,198,Guava
139,18,138,Castor
59,16,102,Niger Seed
51,19,114,Cowpea
84,15,113,Muskmelon
142,27,165,Avocado
149,20,183,Turmeric
177,16,161,Maize
88,11,146,Linseed
51,10,90,Cowpea
61,10,110,Niger Seed
64,13,100,Coriander
93,20,119,Sesame
97,12,104,Watermelon
179,15,253,Potato
108,20,198,Tobacco
175,25,257,Grapes
181,24,187,Onion
83,17,161,Pineapple
139,11,93,Navane (Foxtail Millet)
146,22,176,Guava
55,20,100,Cowpea
157,23,193,Tomato
173,30,187,Jackfruit
102,15,170,Safflower
51,10,119,Black Gram (Urad)
81,25,181,Sapota
62,18,126,Tur (Arhar/Toor Dal)
51,10,120,Sunhemp
139,28,184,Pomegranate
199,24,164,Onion
183,24,226,Coconut
123,20,130,Cotton
83,16,182,Tapioca
116,20,192,Dragon Fruit
136,17,98,Bajra (Pearl Millet)
100,14,101,Navane (Foxtail Millet)
51,10,150,Sitaphal (Custard Apple)
85,10,133,Linseed
109,13,83,Jowar (Sorghum)
186,27,285,Arecanut
76,15,199,Fig
132,29,181,Pepper
63,13,101,Coriander
159,20,268,Mango
149,24,191,Cabbage
186,17,292,Banana
55,11,86,Black Gram (Urad)
75,13,83,Niger Seed
113,26,198,Turmeric
53,17,117,Green Gram (Moong)
188,27,291,Mango
112,13,107,Bajra (Pearl Millet)
104,26,200,Avocado
142,18,84,Ragi (Finger Millet)
115,20,134,Castor
75,22,127,Tur (Arhar/Toor Dal)
163,22,264,Grapes
75,23,122,Cardamom
130,17,192,Sunflower
53,19,100,Niger Seed
153,23,149,Wheat
139,20,186,Pepper
62,19,108,Horse Gram
175,22,152,Maize
57,12,103,Sitaphal (Custard Apple)
167,28,179,Jackfruit
117,19,134,Chillies
70,21,107,Bengal Gram (Chickpea)
78,18,267,Sweet Potato
74,14,139,Sitaphal (Custard Apple)
160,15,142,Rice
70,30,91,Bengal Gram (Chickpea)
70,26,92,Bengal Gram (Chickpea)
99,19,115,Watermelon
178,22,278,Coconut
147,28,182,Garlic
61,14,103,Niger Seed
145,16,91,Bajra (Pearl Millet)
63,15,106,Avare (Field Bean)
168,20,284,Banana
60,21,102,Bengal Gram (Chickpea)
196,21,176,Tomato
64,25,129,Tur (Arhar/Toor Dal)
119,18,193,Cabbage
167,19,211,Coconut
50,23,139,Tur (Arhar/Toor Dal)
60,15,104,Cashewnut
58,13,115,Coriander
154,23,193,Maize
66,21,146,Groundnut
69,20,150,Soybean
134,22,191,Ginger
169,25,238,Potato
128,30,153,Pepper
125,20,161,Sunflower
59,19,106,Black Gram (Urad)
110,28,149,Mustard
162,25,278,Sugarcane
87,23,152,Fig
61,15,133,Coriander
127,27,193,Turmeric
180,17,119,Rice
148,21,176,Pepper
81,16,195,Fig
150,28,190,Onion
170,20,188,Onion
156,17,294,Coconut
55,14,148,Sitaphal (Custard Apple)
97,17,125,Cardamom
131,17,153,Orange
180,21,225,Sugarcane
67,30,91,Bengal Gram (Chickpea)
92,19,182,Pineapple
63,25,140,Tur (Arhar/Toor Dal)
118,15,175,Dragon Fruit
62,16,148,Groundnut
96,17,93,Sesame
63,25,113,Cashewnut
117,14,177,Dragon Fruit
85,10,107,Watermelon
200,28,173,Jackfruit
192,21,169,Maize
133,11,162,Dragon Fruit
52,16,98,Cowpea
67,13,114,Horse Gram
100,23,184,Pineapple
90,19,198,Sapota
66,15,103,Horse Gram
169,25,116,Paddy
192,19,101,Paddy
158,20,276,Sugarcane
106,23,175,Ginger
196,27,167,Jackfruit
67,16,88,Niger Seed
86,20,169,Sapota
94,22,191,Sapota
100,12,103,Jowar (Sorghum)
102,27,195,Ginger
122,28,134,Mustard
185,20,123,Rice
85,13,142,Muskmelon
186,22,150,Paddy
70,25,91,Avare (Field Bean)
173,30,230,Arecanut
58,15,110,Green Gram (Moong)
149,22,172,Tobacco
187,15,177,Maize
69,17,131,Cashewnut
177,22,234,Potato
131,30,152,Turmeric
138,25,188,Tobacco
119,21,168,Turmeric
180,30,286,Grapes
114,24,160,Turmeric
70,18,115,Green Gram (Moong)
55,14,109,Horse Gram
140,21,172,Ginger
188,25,164,Maize
89,20,134,Muskmelon
125,25,186,Safflower
141,16,153,Safflower
54,11,99,Black Gram (Urad)
150,23,170,Orange
110,28,161,Turmeric
137,16,177,Cabbage
179,30,207,Arecanut
177,26,256,Grapes
102,12,108,Bajra (Pearl Millet)
182,29,111,Wheat
193,28,184,Tomato
177,26,222,Grapes
161,24,239,Potato
100,16,123,Cardamom
52,30,117,Bengal Gram (Chickpea)
186,24,269,Potato
58,13,107,Green Gram (Moong)
116,30,182,Avocado
84,11,115,Lichi
129,23,154,Pepper
131,26,193,Guava
132,20,114,Navane (Foxtail Millet)
150,21,154,Tobacco
131,23,165,Cabbage
156,25,259,Sugarcane
133,27,197,Garlic
88,17,169,Pineapple
105,30,161,Avocado
52,21,104,Cashewnut
164,27,243,Mango
199,25,262,Banana
135,19,81,Ragi (Finger Millet)
96,20,167,Tapioca
140,22,164,Turmeric
91,16,147,Watermelon
174,22,206,Potato
91,12,134,Lichi
160,26,211,Mango
155,16,261,Banana
54,13,120,Niger Seed
128,20,189,Guava
129,21,172,Safflower
51,19,107,Avare (Field Bean)
70,25,102,Groundnut
182,20,199,Onion
99,25,188,Sapota
81,23,185,Fig
176,16,120,Rice
189,27,211,Grapes
161,30,279,Mango
85,10,126,Linseed
53,17,97,Sunhemp
80,20,105,Muskmelon
80,13,140,Watermelon
168,22,165,Tomato
127,17,97,Bajra (Pearl Millet)
118,17,130,Cotton
108,22,193,Cabbage
117,12,93,Bajra (Pearl Millet)
132,25,191,Pomegranate
118,28,164,Tobacco
54,25,118,Bengal Gram (Chickpea)
154,24,130,Rice
196,25,106,Paddy
112,25,186,Orange
60,20,81,Cowpea
94,11,192,Tapioca
83,10,115,Lichi
118,11,118,Navane (Foxtail Millet)
75,20,175,Fig
130,17,123,Castor
146,27,177,Avocado
183,30,234,Mango
75,15,273,Sweet Potato
139,18,171,Safflower
55,21,127,Soybean
174,24,165,Jackfruit
98,18,165,Tapioca
177,20,261,Coconut
135,15,92,Bajra (Pearl Millet)
74,13,117,Niger Seed
66,22,130,Groundnut
112,27,164,Turmeric
69,13,115,Sitaphal (Custard Apple)
163,21,215,Mango
61,20,103,Sunhemp
60,26,118,Bengal Gram (Chickpea)
146,25,199,Ginger
99,17,148,Mesta
192,30,242,Arecanut
181,19,298,Banana
136,19,160,Orange
52,16,105,Cowpea
130,22,163,Pomegranate
178,21,104,Rice
54,17,122,Cashewnut
123,15,112,Jowar (Sorghum)
186,17,155,Maize
53,15,102,Sitaphal (Custard Apple)
180,16,266,Coconut
142,21,193,Avocado
81,18,104,Mesta
129,21,159,Tobacco
97,22,82,Sesame
139,18,189,Cabbage
98,18,131,Cardamom
115,22,145,Castor
51,16,112,Coriander
75,15,129,Mesta
174,29,234,Arecanut
55,17,112,Niger Seed
68,25,146,Groundnut
66,14,120,Horse Gram
150,15,177,Safflower
63,15,111,Green Gram (Moong)
74,15,106,Horse Gram
128,28,155,Pomegranate
132,25,109,Mustard
97,18,164,Sapota
136,23,151,Pepper
187,28,189,Onion
58,11,118,Niger Seed
181,29,162,Tomato
73,16,126,Coriander
180,29,248,Grapes
51,17,109,Green Gram (Moong)
181,24,229,Potato
75,15,117,Niger Seed
149,20,102,Bajra (Pearl Millet)
101,21,106,Mustard
162,21,163,Maize
189,21,201,Mango
88,24,112,Mesta
117,20,130,Castor
71,19,100,Tur (Arhar/Toor Dal)
119,18,150,Sunflower
180,27,118,Wheat
114,14,191,Dragon Fruit
88,21,167,Pineapple
112,24,158,Garlic
185,28,223,Mango
194,23,139,Rice
144,25,191,Avocado
152,25,298,Mango
100,20,153,Sunflower
139,21,170,Pepper
137,20,112,Ragi (Finger Millet)
70,24,118,Cashewnut
172,16,266,Coconut
129,15,173,Orange
82,17,153,Tapioca
126,14,118,Navane (Foxtail Millet)
70,16,105,Green Gram (Moong)
129,26,166,Tobacco
89,22,159,Pineapple
118,24,121,Chillies
176,24,134,Wheat
144,26,157,Avocado
155,22,281,Mango
107,21,189,Pepper
58,19,98,Green Gram (Moong)
74,20,84,Bengal Gram (Chickpea)
99,21,150,Mesta
66,12,112,Sunhemp
102,17,144,Cotton
142,25,200,Guava
142,19,150,Sunflower
191,23,280,Banana
182,19,106,Paddy
126,20,85,Navane (Foxtail Millet)
185,16,199,Maize
169,29,293,Arecanut
183,24,242,Arecanut
110,17,184,Orange
126,15,193,Sunflower
75,15,116,Niger Seed
156,20,234,Mango
79,23,139,Mesta
161,17,219,Coconut
137,14,83,Jowar (Sorghum)
137,17,101,Cotton
76,15,152,Fig
97,22,150,Pineapple
77,16,106,Mesta
132,13,197,Dragon Fruit
123,17,119,Cotton
68,20,111,Niger Seed
193,23,109,Wheat
139,24,157,Cabbage
54,12,90,Sunhemp
113,13,105,Navane (Foxtail Millet)
56,21,133,Tur (Arhar/Toor Dal)
164,22,175,Tomato
51,15,92,Black Gram (Urad)
59,11,98,Niger Seed
75,25,142,Groundnut
177,20,217,Sugarcane
71,17,113,Coriander
72,24,116,Bengal Gram (Chickpea)
100,17,194,Orange
121,18,148,Chillies
50,20,144,Groundnut
80,17,137,Watermelon
149,30,178,Pepper
143,20,129,Castor
100,22,154,Pineapple
161,22,257,Arecanut
187,18,270,Potato
71,22,99,Avare (Field Bean)
128,19,122,Cotton
180,24,228,Coconut
147,25,156,Pepper
171,22,174,Onion
71,20,143,Tur (Arhar/Toor Dal)
123,23,200,Avocado
135,24,157,Guava
184,29,110,Wheat
100,20,284,Sweet Potato
179,28,195,Tomato
81,20,108,Sesame
187,23,296,Banana
73,30,105,Bengal Gram (Chickpea)
145,29,173,Pomegranate
198,26,179,Tomato
91,10,183,Tapioca
50,12,92,Black Gram (Urad)
103,20,195,Turmeric
105,21,150,Cotton
108,21,122,Cotton
65,12,103,Horse Gram
130,15,155,Orange
100,14,117,Jowar (Sorghum)
126,22,120,Chillies
148,30,174,Tobacco
50,16,112,Cowpea
70,25,97,Bengal Gram (Chickpea)
80,17,170,Tapioca
97,18,190,Sapota
99,10,126,Watermelon
78,21,149,Mesta
58,12,118,Cowpea
75,24,153,Pineapple
166,30,298,Mango
120,16,110,Navane (Foxtail Millet)
69,10,92,Green Gram (Moong)
63,12,88,Black Gram (Urad)
73,10,83,Horse Gram
54,17,83,Black Gram (Urad)
61,17,97,Avare (Field Bean)
123,30,186,Avocado
89,18,104,Sesame
152,17,294,Banana
91,20,138,Mesta
101,17,93,Bajra (Pearl Millet)
74,18,121,Sitaphal (Custard Apple)
176,24,170,Onion
131,28,171,Tobacco
119,16,113,Navane (Foxtail Millet)
120,25,116,Castor
124,23,166,Turmeric
74,14,88,Green Gram (Moong)
137,10,197,Dragon Fruit
197,22,244,Mango
84,16,143,Mesta
100,18,162,Fig
71,17,80,Horse Gram
100,17,144,Watermelon
189,23,231,Coconut
166,21,188,Maize
115,27,191,Tobacco
119,27,161,Tobacco
70,19,109,Tur (Arhar/Toor Dal)
200,23,173,Tomato
55,14,108,Black Gram (Urad)
200,29,137,Wheat
158,26,278,Arecanut
134,28,169,Avocado
184,17,291,Coconut
131,19,168,Lemon
200,20,172,Onion
93,22,149,Mesta
113,21,177,Lemon
118,25,166,Lemon
100,19,93,Sesame
131,30,172,Avocado
157,16,223,Sugarcane
60,15,92,Sunhemp
133,10,164,Dragon Fruit
70,22,132,Tur (Arhar/Toor Dal)
70,21,89,Bengal Gram (Chickpea)
55,13,119,Niger Seed
64,17,108,Black Gram (Urad)
128,28,156,Guava
81,20,153,Fig
99,18,119,Linseed
189,23,287,Arecanut
97,16,132,Muskmelon
171,22,134,Wheat
191,21,250,Banana
196,22,190,Jackfruit
152,25,128,Paddy
106,20,141,Cotton
143,22,168,Avocado
175,26,272,Arecanut
82,19,119,Watermelon
51,22,114,Bengal Gram (Chickpea)
182,28,207,Grapes
167,21,212,Potato
151,15,149,Paddy
82,17,134,Linseed
119,26,172,Guava
73,16,113,Cashewnut
197,23,102,Paddy
174,20,286,Grapes
182,18,271,Sugarcane
71,15,88,Sunhemp
58,24,139,Soybean
88,15,113,Muskmelon
175,21,170,Onion
118,27,185,Ginger
82,18,114,Muskmelon
148,24,164,Orange
72,15,114,Tur (Arhar/Toor Dal)
147,25,120,Castor
172,29,290,Arecanut
112,23,161,Avocado
165,17,149,Paddy
160,24,190,Maize
162,15,147,Rice
93,15,83,Sesame
110,25,196,Lemon
65,25,123,Groundnut
84,21,106,Sesame
56,18,99,Green Gram (Moong)
189,16,278,Banana
57,21,112,Bengal Gram (Chickpea)
123,21,185,Guava
155,20,254,Coconut
75,11,137,Linseed
102,17,178,Orange
58,20,95,Black Gram (Urad)
157,18,268,Banana
71,15,80,Niger Seed
111,17,87,Ragi (Finger Millet)
116,15,166,Orange
53,10,101,Sunhemp
